Console,Title,Release_Date,ESRB,Publisher,Developer,Genre,UPC,PC_ID,Summary,URL,Console_ID,Publisher_ID,Developer_ID,Genre_ID
sega-game-gear,Ristar,1995-01-01,Kids to Adults,Sega,Biox,Platformer,010086025439,18373,"Ristar, the son of a legendary hero who's been captured, is the solar system's last hope against the evil space pirate Greedy. Ristar must travel to the 7 planets of his home system to restore peace to their once happy worlds and ultimately free his father. 

*Use Ristar’s long arms to grab enemies, climb up walls and swing through six different planet levels and a cosmic bonus round!
*Shoot through a variety of gameplay! Action, puzzle and strategy combine to challenge Ristar at every turn.
*Discover new worlds and new creatures on each planet! Battle strange beings who aren’t always what they seem!",https://www.pricecharting.com/game/sega-game-gear/ristar,6,287,80,25
sega-game-gear,Road Rash,1994-01-01,Unkown,U.S. Gold,Probe Entertainment Limited,Racing,743175791082,18374,"Kick some Asphalt!

Kick, punch, and club your opponents . . . then get really nasty.

Cruising at 150 mph you dodge oncoming cars, trucks, oil spills and even cows.

5 levels with 5 courses, the higher the level, the meaner the opponents.

Eight bikes are yours, if you can come up with the cash.

Diablo 1000
150 HP

Kamikaze 750
105 HP

Panda 600
90 HP",https://www.pricecharting.com/game/sega-game-gear/road-rash,6,358,413,28
sega-game-gear,Robocop 3,1994-01-01,Everyone,Flying Edge,Eden Entertainment Software,Platformer,741062112125,18375,"You’re half-man, half-machine… and all cop! But, when OCP starts throwing innocent people out of their homes, it’s time to join the renegades! Win back the streets with laser-gun, flame-thrower, and missile-launcher multi-weapon attachments. Strap on a jet-pack for rapid airborne assault! Defeat corrupt Rehab cops, giant ED-209’s, and OCP’s latest techno-warrior… OTOMO!
It’s the real Robocop on Game Gear for the first time ever! Bring him home to clean up your neighborhood!",https://www.pricecharting.com/game/sega-game-gear/robocop-3,6,113,160,25
sega-game-gear,Robocop vs The Terminator,1993-01-01,Mature,Virgin Interactive,NMS Software,Platformer,052145850064,18376,"In the crumbling ruins of a world under siege, man-machine meets machine-man as legendary cyborgs clash to decide the fate of the Earth. 

As Robocop -both the unwitting agent of humankind’s destruction and its last possible champion – you must travel across time into a bloody future ruled by the mechanical forces of Skynet.
From war-torn modern Detroit, to the mean streets of Delta City, and on to the bone-strewn bunkers of post-apocalypse L.A., you’ll face attack from every angle, every moment. An unwavering army of Terminators, robotic dogs, spiders, Endoskeletons and a relentless arsenal of automated weapons await you in this veritable hell of earth.
To destroy this enemy, free its hostages and finally pierce the dark heart of a killer computer will take something more powerful than plasma rifles and laser guns: the human mind that still burns within you.
*Ten explosive levels, four perilous worlds
*High octane blasting mayhem, with weaponry like laser guns, bazookas and more
*Multitudes of sadistic enemies.",https://www.pricecharting.com/game/sega-game-gear/robocop-vs-the-terminator,6,380,345,25
sega-game-gear,Samurai Shodown,1994-01-01,Mature,Takara,Takara,Fighting,026483330281,18378,"The No. 1 arcade hit Samurai Shodown is now out on Game Gear! Travel back in time to prove your samurai fighting spirit in battle against the most fearless and seasoned warriors of the 18th century!

*Cross swords with opponents, or fight bare-fisted using kicks and punches.
*”Rage” gauge feature lets you turn the tables on your opponent – the gauge rises every time you are injured, and gives you extra power when at maximum!
*A variety of special attacks, even with animals, and unique individual character personalities guarantee non-stop, thrilling game play.",https://www.pricecharting.com/game/sega-game-gear/samurai-shodown,6,333,538,14
sega-game-gear,Scratch Golf,1994-01-01,Everyone,Vic Tokai,Electronics Application,Golf,034912230187,18379,"Its the 18th hole, and you need a par to beat the rest. Its par 4, 350 yards, dogleg right. Theres water to the left and sandtraps surrounding the green. The wind is behind you, and you need to slice the ball just right. Youre relaxed as you walk up to the tee, and your concentration is 100%. You take it back slow, come right down into the sweet spot, and as you follow through the finish, you see the ball fly right where it was supposed to go. What a hole its going to be.

Scratch Golf, an awesome experience!",https://www.pricecharting.com/game/sega-game-gear/scratch-golf,6,373,163,16
sega-game-gear,Shaq Fu,1995-01-01,Teen,Electronic Arts,Tiertex Design Studios,Fighting,014633074420,18384,"Kung-Fu Shaq-Style!
As Shaq, use your lightning fast shuriken and other martial arts techniques to prevail over 5 intensely evil warriors in the enforcement of justice. Or choose any of the 6 warriors and fight head to head.
*Awesome animation from the designers of flashback
*Destroy your opponent with secret power moves
*Tournament, duel and story modes",https://www.pricecharting.com/game/sega-game-gear/shaq-fu,6,100,559,14
sega-game-gear,Shining Force Sword of Hajya,1994-01-01,Everyone 10+,Sega,Camelot Software Planning,Strategy,010086025248,18386,"The peaceful kingdom of Cypress has suddenly been disrupted by the corrupt ambition of the evil King Iom. Terror rampages across the land. The Castle of Cypress is invaded and the magical Sword of Hajya is taken! It will take strength, courage, agility and your keen sense of strategy to defy this ominous power.
*An intense Role-Playing-Game with a unique twist of action, adventure and strategy!
*Choose from 18 unique characters including Warriors, Mages, Healers, Archers, Birdmen and Centaurs. Play any 12 at one time.
*Your strategy techniques will determine your success or failure. Listen carefully to all the clues.
*Dazzling graphics, sweeping cinematic battle sequences and an intense storyline will keep you coming back for more!",https://www.pricecharting.com/game/sega-game-gear/shining-force-sword-of-hajya,6,287,106,33
sega-game-gear,Shinobi,1991-01-01,Unkown,Sega,Sega,Platformer,010086024029,18387,"Only you can save them.
As Joe Musashi, Red leader of the Oboro School of Shinobi, your destiny awaits. An evil force emanating from Neo City has captured your fellow students. Attack with your powerful slicer sword as you battle for their freedom. Each ninja you rescue adds their formidable weaponry, training and Ninjutsu magic to yours.
Destroy the enemies with bombs, shurikens, the crescent blade and more. Use the magic of the ninja to wreak havoc with the force of a tornado or the blinding glow of lightning. When all else fails, turn your body into a living bomb and explode with concussive damage. You will not stop until the City of Fear is annihilated! Are you ready for the true-to-life challenge of Ninja Warfare?
*Team up with rescued ninjas for a more powerful fighting force.
*Special abilities include running on water, swinging from a crescent blade, and walking on ceilings.
*Ninjutsu magic includes tornadoes, earthquakes and energy shields.",https://www.pricecharting.com/game/sega-game-gear/shinobi,6,287,470,25
sega-game-gear,Shinobi II the Silent Fury,1992-12-11,Unkown,Sega,Sega,Platformer,010086024210,18388,"Shinobi’s Ninja Power Strikes Again!
Shinobi, the Ninja Master, returns with his team of expert warriors. Wage a bone-wrenching battle against a pack of evil ninjas who threaten the world. Attack with 5 different ninjas. Each has his own special Ninja Magic.
Decimate opponents with swirling Tornado or awesome Earthquake attacks. Outmaneuver enemies with the incredible new Spider Walk. More power, more moves and more Ninja Magic than ever before.
*Password feature lets you stop play between rounds and continue later.
*After each round, a new ninja with a different fighting style joins the group!",https://www.pricecharting.com/game/sega-game-gear/shinobi-ii-the-silent-fury,6,287,470,25
sega-game-gear,Side Pocket,1994-01-01,Everyone,Data East USA,Data East USA,Sports,010086025132,18389,"Get a Cue!
Rack ‘em up, hotshot! Get ready for some intense portable pool action with your choice of 9-Ball, Straight Pool, or Trick Shots. Shoot your way through five shark-infested stages to become the World Champion. And remember, there’s no such thing as an impossible shot – no matter how tough it looks!
You’ll need to master precise control of Aim, Power, and English. Go up against your own records – or challenge a friend and stick it to ‘em!",https://www.pricecharting.com/game/sega-game-gear/side-pocket,6,86,139,32
sega-game-gear,Slider,1991-01-01,Unkown,Sega,Loriciel,Puzzle,010086023152,18393,"Slip past the enemy!
An invading army of Scum Lords have fouled the world of Rozen with harsh toxins and poisons. Mutant ghouls, blobs and fire faces scour the conquered realm. Slider is the only hope to lash out against the plunders and reclaim the wasteland.
It won’t be easy – deadly pits and portals that generate new horrors await you on every level. Use an arsenal of weapons to aid you in your attempt to neutralize the invaders. Each level challenges your ability to the limit. Do you have what it takes to wipe out the Scum Lords and reclaim Rozen?
*99 levels of action and excitement!
*Incredible mazes twist and turn across every level.
*Secret warp portals help dodge annihilation.",https://www.pricecharting.com/game/sega-game-gear/slider,6,287,297,26
sega-game-gear,Solitaire FunPak,1994-01-01,Kids to Adults,Interplay,Beam Software,Board & Card,040421850136,18395,"At home or on the road, Interplay’s Solitaire FunPak lets you play anywhere, anytime. Solitaire FunPak plays just like the real thing (except you can’t cheat!). If you’re up to the task, take on this pack for hours of challenging fun.
Try your hand at Klondike, Pyramid, Free Cell, Golf, Aces Up, Poker, Florentine – 12 in all. Choose whichever game you like or select Tournament mode and try them all.
*12 games in all: Klondike, Pyramid, Free Cell, Canfield, Scorpion, Stonewall, TriPeaks, Cruel, Golf, Aces up, Poker, Florentine.
*Select traditional or challenging scoring.
*”Hot Keys” provide quick access to game options and selections.",https://www.pricecharting.com/game/sega-game-gear/solitaire-funpak,6,161,76,7
sega-game-gear,Solitaire Poker,1991-01-01,Unkown,Sega,Sankindo,Board & Card,010086023169,18396,"The hardest part? Quitting.
Pick a card. Any card. Then pick one of five columns to drop it into. Build a royal flush in one row and a regular flush in another. Stack 4-of-a-kind vertically. And make a pair diagonally.
With 5 rows, 5 columns and 2 diagonals, the possibilities are endless. But it’s going to take deep thinking. And plenty of advanced planning.
Try to build as many point-scoring hands as you can. The father you go, the more points you need to advance to the next level.
*The possibilities of Poker and the complexity of Solitaire
*7 Musical backgrounds to choose from.
*15 rounds of play with increasing levels of difficulty.
*Two player option for head-to-head competition requires Gear-to-Gear Cable.",https://www.pricecharting.com/game/sega-game-gear/solitaire-poker,6,287,464,7
sega-game-gear,Sonic Blast,1996-12-12,Kids to Adults,Sega,Aspect,Platformer,010086025736,18397,"The world famous blue hedgehog is back!
Sonic, Knuckles and their world are fully rendered! The evil genius Robotnik has stolen the chaos emeralds and it’s up to Sonic and Knuckles to stop him. Luckily, Sonic has new moves and other special power-ups to defeat the evil genius!
*Play as Sonic or Knuckles as you race through 14 levels in search of hidden Power-ups.
*Rendered graphics push Game Gear gameplay to the limits!
*Use Sonic’s new boost blast to defeat the evil genius!",https://www.pricecharting.com/game/sega-game-gear/sonic-blast,6,287,55,25
sega-game-gear,Sonic Chaos,1993-11-23,Everyone,Sega,Aspect,Platformer,096427012047,18398,"Here he comes, straight from his high-speed Sonic 2 adventure! Headstrong Sonic the Hedgehog and his feisty friend Tails blast into hyperspeed to save the Chaos Emeralds. If evil Dr. Robotnik snatches the Emeralds first, he’ll make a Super Bomb! Could this be the end?
*Be Sonic or Tails in an all-new quest. Roar though the zones with super attitude as Sonic! As Tails, spin your twin tails and fly high!
*Blast-astic action! Sonic soars with his new Rocket Shoes and Pogo Spring. Tails goes airborne for a dizzying sky ride to snag bonus items!
*6 zones, 18 levels of rollercoaster landscapes, corkscrewing speedways and wild, whirling thrills!",https://www.pricecharting.com/game/sega-game-gear/sonic-chaos,6,287,55,25
sega-game-gear,Sonic Drift 2,1995-11-01,Kids to Adults,Sega,Sega,Racing,010086025620,18400,"Everyone’s favorite blue hedgehog, Sonic, and six of his friends have come with their souped-up vehicles to battle it out on the track! There’s more to this game than speed and control, since these racers will resort to just about anything to slow each other down!
*Use the overhead map to track other drivers.
*Race through 18 graphically exciting courses.
*Pick up power-ups to give your character an extra chance.
*Drive one of seven souped-up vehicles to blaze past the competition!",https://www.pricecharting.com/game/sega-game-gear/sonic-drift-2,6,287,470,28
sega-game-gear,Sonic Labyrinth,1995-11-01,Kids to Adults,Sega,Minato Giken,Puzzle,010086025842,18401,"Dr. Robotnik has created a world of 3D mazes, into which he has thrown Sonic and added a whole new dimension to his life! Now the Dude with Attitude can spin dash in every direction - collecting keys to access hidden levels and bonus rooms as he never could before. Can you help guide Sonic through the maze and past the all-new clan of evil Bosses to defeat the damnable Doctor?",https://www.pricecharting.com/game/sega-game-gear/sonic-labyrinth,6,287,331,26
sega-game-gear,Sonic Spinball,1994-09-01,Everyone,Sega,Sega interActive,Pinball,096427012009,18403,"Pinball Pandemonium!
Furious pinball action sends Sonic The Hedgehog whirling into his latest battle! Sonic invades Dr. Robotnik’s volcano Veg-O-Fortress to save his pals from becoming robots!
*Sonic soars just like a pinball! He spins for tricky attacks and bounces. Then jumps to save his hedgehog hide for Robotnik’s henchmen!
*4 rounds of fierce flipper action. Sonic bumps and jumps through the Toxic Caves, Lava Powerhouse and the Machine to the thumping final fight with Robotnik.
*The “animal with attitude” defies gravity in the wildly spinning Bonus Cages. Sonic can reach for the rings or try to gain the harder but way more valuable Mystery Treasures!",https://www.pricecharting.com/game/sega-game-gear/sonic-spinball,6,287,472,24
sega-game-gear,Sonic the Hedgehog,1991-01-01,Unkown,Sega,Ancient,Platformer,010086024081,18404,"It's Super Sonic!!! He's here! It's Sonic The Hedgehog on Game Gear! And he's busting the speed barrier wide open! Blaze by in a blur with his supersonic spin attack. Soar through the tingling rings for super scores. And dash past trouble with Sonic's power-sneakers. Smirk in the face of danger as you sail over glistening hills, scuttle over crumbling bridges and hops rocks in a raging waterfall. Swim through underwater passageways. And plummet down tunnels. Are you ready for life in the fast lane? Then get into gear... with Sonic The Hedgehog on Game Gear! 
*Super pace! Super graphics! And Sonic's super attitude! 
*Soar through BONUS LEVELS brimming with springs, bumpers, flippers, and more. 
*5 super challenging zones with 3 acts in each zone.",https://www.pricecharting.com/game/sega-game-gear/sonic-the-hedgehog,6,287,41,25
sega-game-gear,Sonic the Hedgehog 2,1992-01-01,Unkown,Sega,Aspect,Platformer,010086025071,18405,"Sonic’s back in action! Sonic’s back for another 2 fast, 2 cool adventure!
Dr. Robotnik’s done it again! He’s transformed South Island’s animals into metal robots and kidnapped Sonic’s best friend “Tails” the Fox. Blast into action with Sonic’s famous Super Spin Attack. Grab Power sneakers and turn Sonic into a blazing blur of super hedgehog power and speed.
Burst through secret underground tunnels. Race over falling bridges. Soar to the clouds on bouncing springs. Pick up speed and skim under and over a bubbling lake. Ride moving platforms over spiky pits and leap across endless drop into nowhere! Grab rings and keep on the lookout for Robotnik’s badniks!
*Hop onto a runaway mining cart, a hang glider, a feather-light bubble and a whirling flywheel to zip through the Zones.
*Spin for a bonus at the end of every Act.
*Face 6 terrifying Master Robots, including the deadly powerful Silver Sonic.
*Grab the Rings and recover the 6 Chaos Emeralds to squash Robotnik and free Sonic’s friend from their Prison Eggs.",https://www.pricecharting.com/game/sega-game-gear/sonic-the-hedgehog-2,6,287,55,25
sega-game-gear,Sonic the Hedgehog: Triple Trouble,1994-11-15,Kids to Adults,Sega,Aspect,Platformer,010086025309,18406,"A World-Wide Super Sonic Search!
Dr. Robotnik’s lab has exploded, scattering five Chaos Emeralds across the planet! Sonic and Tails spin-dash to rescue them! Tricky Knuckles streaks right behind, with sticky-fingered Nack the Weasel joining the hunt! It’s a triple whammy race to see who will get the Emeralds first!
*Sonic has all NEW MOVES! He jams with his awesome Strike Dash, Jet-Boards on snow and ice, rolls in his Spin-Coaster and swims deep underwater with Propeller Shoes!
*Extra action as Tails! He submarines through water with his Sea Fox, and Heli-tails, to explore parts of the zone beyond Sonic’s reach!
*Three times the action and Triple the Trouble! Loop, blast and super spin-dash through 6 Zones, 5 Bonus Rounds and a wild 3-D stage!",https://www.pricecharting.com/game/sega-game-gear/sonic-the-hedgehog-triple-trouble,6,287,55,25
sega-game-gear,Space Harrier,1991-01-01,Unkown,Sega,Sega,Shoot'em Up,010086023145,18407,"Deep Space – The Last Blast!
From deep space a frantic distress call blare in all directions. The Land of the Dragons is swarming with vicious attackers. You – the Space Harrier – pick up the distant S.O.S. You dive into the time warp via your intergalactic teleporter, and you’re there in seconds!
Now it’s only you and your laser blaster against every futuristic monster, wizard and robot you can imagine! They’re everywhere so you’ve got to move fast! Keep your eyes open. Shoot first, and don’t let’em corner you. One mistake, star ace, and you’re space dust!

*Power-up your Laser Blaster for rapid fire non-stop action!
*Blast through Rings of Fire, Blazing Dragons, Dreaded Orbs, mutant Space-Heads and more!",https://www.pricecharting.com/game/sega-game-gear/space-harrier,6,287,470,29
sega-game-gear,Spiderman,1992-01-01,Unkown,Flying Edge,Bits Studios,Action & Adventure,741062112019,18408,"The sinister Kingpin is back in town, and his secret plan to destroy Spider-man is in its final, fiendish stages! The Kingpin has planted a bomb in New York City and has put the blame on Spidey!
Law-abiding citizens everywhere are out to get Spider-man – and who wouldn’t be with a $1,000,000 price on his arachnid head!!! All the Kingpin’s henchmen are in on the scheme – Dr. Octopus, The Lizard, Electro, Venom and more!
So web-swing into action and “defuse” this situation… before it explodes in your face!!!",https://www.pricecharting.com/game/sega-game-gear/spiderman,6,113,85,2
sega-game-gear,Spiderman Return of the Sinister Six,1993-01-01,Unkown,Flying Edge,Bits Studios,Platformer,741062112071,18409,"Doctor Octopus is planning the crowning caper of his criminal career… to RULE THE WORLD! He has reunited The Sinister Six: Electro, Sandman, Mysterio, The Vulture and Hobgoblin. Nothing stands in the way of these reunited Super Villains… except your friendly neighborhood Spider-Man! Can Spidey save the world? Are his super powers enough to defeat The Sinister Six or is this more than even Spider-Man can handle? Only you hold the answer because YOU are Spider-Man swinging into the hottest Game Gear adventure yet!",https://www.pricecharting.com/game/sega-game-gear/spiderman-return-of-the-sinister-six,6,113,85,25
sega-game-gear,Spiderman X-Men Arcade's Revenge,1994-01-01,Unkown,Flying Edge,Software Creations,Platformer,Unkown,18410,"Only you can save Spider-Man and the X-Men when they’re taken for a deadly ride in Arcade’s Diabolical amusement park! You’ll battle killer clowns, hungry piranhas, orbs of doom, and deadly robot doubles of super-villains like Carnage and Juggernaut! Will Spidey’s webs, Wolverine’s claws, Gambit’s kinetically charged cards, Storm’s lightning bolts, and Cyclops’ optic blasts be enough to stop Arcade’s insane assault? Or is this GAME OVER for Spidey and the X-Men? That depends on you!!",https://www.pricecharting.com/game/sega-game-gear/spiderman-x-men-arcade's-revenge,6,113,490,25
sega-game-gear,Sports Illustrated Championship Football & Baseball,1990-01-01,Kids to Adults,Black Pearl,Unexpected Development,Sports,Unkown,34016,"TWO GREAT SPORTS, ONE INCREDIBLE GAME

Play America's favorite sports like only Sports Illustrated can bring them to you. Get on the field in non-stop gridiron action and battle it out against the opposition - only the toughest team will win. Put on your spikes, pick up your bat and get ready to whack the ball out of the stadium.

You'll feel like you're in the heat of the action, experiencing all the excitement of sports as they were meant to be played. Both sports feature super-realistic graphics and animated sequences celebrate big plays. Blaze past the opposition and score the final touchdown, hit that homer and score big with this unbeatable sports duo.

*America's favorite sports - Football and Baseball - in one great game.
*Authentic sports action and graphics.
*Gridiron action with 28 teams and over 90 offensive and defensive plays.
*Baseball realism featuring 28 clubs.",https://www.pricecharting.com/game/sega-game-gear/sports-illustrated-championship-football-&-baseball,6,50,584,32
sega-game-gear,Sports Trivia,NULL,Kids to Adults,Unkown,Unkown,Sports,Unkown,4765654,Unkown,https://www.pricecharting.com/game/sega-game-gear/sports-trivia,6,368,586,32
sega-game-gear,Sports Trivia: Championship Edition,1995-01-01,Kids to Adults,Sega,Adrenalin Entertainment,Trivia,010086024500,18411,Unkown,https://www.pricecharting.com/game/sega-game-gear/sports-trivia-championship-edition,6,287,24,35
sega-game-gear,Star Trek Generations Beyond the Nexus,1994-01-01,Everyone,Absolute Entertainment,Absolute Entertainment,Simulation,018706526946,18412,"JOURNEY INTO THE FINAL FRONTIER!

Re-live the ultimate STAR TREK adventure on your Sega Game Gear! Based on the new STAR TREK GENERATIONS movie from Paramount Pictures, BEYOND THE NEXUS puts you in the middle of the most crucial mission of the U.S.S. Enterprise! On this voyage, a bizarre cosmic phenomenon brings together two of the famed starship's most honored crews!

You'll work side-by-side with characters from the original STAR TREK series and the popular syndicated hit STAR TREK: THE NEXT GENERATION!

It's an Incredible adventure in the 24th century!

*Beam down for Phaser combat with cunning Romulan warriors!
*Use Photon Torpedoes to battle Klingon Birds of Prey in simulated 3-D space!
*Help Picard reach the probe before the unthinkable happens!",https://www.pricecharting.com/game/sega-game-gear/star-trek-generations-beyond-the-nexus,6,13,15,30
sega-game-gear,Star Trek the Next Generation Advanced Holodeck Tutorial,1994-01-01,Everyone,Absolute Entertainment,Absolute Entertainment,Simulation,018706506948,18413,"Captain Jean-Luc Picard welcomes you, a top-rated cadet at Starfleet Academy, to the most intense training session you'll ever experience: the Advanced Holodeck Tutorial!

The Holodeck's computer simulations put YOU at the helm of the Galaxy Class Starship Enterprise - all of its power and crew await your orders. You'll embark on a series of missions assigned by your instructor, Captain Picard, but only you can make the life-or-death decisions required of a Starfleet officer.

The more successful you are at completing your missions, the higher your Academy ranking and the more complex the missions become. So test your split-second decision-making skills and push your Starfleet training to the limit: the possibilities are as limitless as the universe itself!

""The U.S.S. Enterprise is yours to command!""

Life support malfunction! Order LaForge to allocate power before it's too late!
A Romulan fleet encounters the Starship Enterprise!
Prepare to face the ultimate challenge of your career at Starfleet Academy!",https://www.pricecharting.com/game/sega-game-gear/star-trek-the-next-generation-advanced-holodeck-tutorial,6,13,15,30
sega-game-gear,Star Wars,1993-01-01,Unkown,U.S. Gold,Tiertex Design Studios,Platformer,000200892566,18414,"Join Luke Skywalker, Han Solo and Princess Leia as they wage a fierce war against the Emperor and Darth Vader’s evil Empire. Fight your way through the wastelands of Tatooine to the stormtrooper infested Death Star. So grab your blaster, strap on your lightsaber and pilot your spaceship in the fight for interplanetary freedom.
*Over 15 galactic areas with 23 stages.
*Choose from 2 difficulty levels – Cadet and Jedi",https://www.pricecharting.com/game/sega-game-gear/star-wars,6,358,559,25
sega-game-gear,Stargate,1994-01-01,Kids to Adults,Acclaim,Probe Entertainment Limited,Puzzle,021481850076,18416,"A Million light years from Earth, your only escape is to unlock the mystery of the StarGate. Experience the addicting 3-D puzzle action. Encounter out of this world graphics as you go head to head against the evil ruler Ra or battle another player with the Gear-to-Gear cable. Accept the challenge and discover the secret beyond the StarGate.",https://www.pricecharting.com/game/sega-game-gear/stargate,6,14,413,26
sega-game-gear,Streets of Rage,1992-01-01,Unkown,Sega,Biox,Beat'em Up,010086024173,18417,"Take’em down! Jab’em. Slam’em. Kick or throw’em. Whatever it takes… All with our bare-handsed martial arts moves.
‘Cause every gang member, punk terrorist, and lawless thug is out to claim his piece of the street.
Bash and smash your way through the feverish terror as Axel Sone, and ex-cop/martial arts champ. Chop, grapple and vault over the sidewalk slime as Blaze, a master in the art of Judo. Or both of you smoke out these creeps at the same time.
Don’t stop. Not even for a second. Because they won’t stop coming. And they’re ‘round every corner.

*Amazingly realistic street-fighting action for 1 or 2 players.
*Simultaneous 2-player action with Gear-to-Gear cable.
*Multiple martial arts moves and powerful pick-up weapons.
*Maniac bosses barricade every level.",https://www.pricecharting.com/game/sega-game-gear/streets-of-rage,6,287,80,6
sega-game-gear,Streets of Rage 2,1993-07-15,Mature,Sega,Biox,Beat'em Up,010086025170,18418,"Once again Axel and Blaze pound the asphalt with neck-breaking uppercuts, rib-crushing knee kicks, and devastating special attacks. They’re joined by new thrasher Skate, who slices punks with high-speed corkscrew attacks, skull-cracking head butts and double spin jump kicks!
Watch your step and your back, ‘cause this collection of sidewalk slime are bigger, nastier, and tougher! Gangs of dirt bikers and maniac bosses come at you from every side. Smash’em with a pipe as they speed by. Jab’em with jaw-shattering punches. And knock’em down with bone-busting jump kicks and secret weapons.
*MORE characters, MORE moves and MORE levels than the original!
*All the favorite moves from Genesis’ Streets of Rage 2 plus each brawler has a new special move!
*Go 2-player Gear-to-Gear and lay siege to the city as a destructive duo!",https://www.pricecharting.com/game/sega-game-gear/streets-of-rage-2,6,287,80,6
sega-game-gear,Strider Returns,1994-01-01,Unkown,U.S. Gold,Tiertex Design Studios,Platformer,743175790481,18419,"Whoa! The evil Grand Master and his legions of bad dudes are back for revenge; they’re stationed above the earth and ready to wreak havoc and plunge the planet into darkness. But hold on cosmic breath… Don’t turn out those lights because this party’s not over. Strider’s back, and he’s not wearing his dancing shoes!
*Slide strike your enemies into submission!
* Slash and hack your way to the Master!
*Destroy deadly beasts with fierce firepower!
*Swing across perilous traps!
*Dominate with your aerial acrobatics attacks!",https://www.pricecharting.com/game/sega-game-gear/strider-returns,6,358,559,25
sega-game-gear,Super Battletank,1994-01-01,Everyone,Majesco,Absolute Entertainment,Simulation,012399096427,18420,"On August 2nd, 1991, Iraq invades its neighboring oil-producing country, Kuwait. On August 25th, 1991, a joint session of the United Nation's Security Council authorizes the intervention of military force. During the twilight hours of January 16th, 1992, the liberation of Kuwait begins.

With SUPER BATTLETANK, you are in command of the militaries top armored defense vehicle, the M1A1 Abrams Battle Tank.

Defend yourself against the Soviet-built T72, mobile S.K.U.D. launchers, and an array of Iraqi helicopter gunships as you blaze across the scorching sand of the desert, and drive onto victory!

Go up against the Soviet-built T72 Battletank!
Receive information on the current tactical combat situation.
Defend against attacks from Iraqi helicopter gunships.",https://www.pricecharting.com/game/sega-game-gear/super-battletank,6,194,15,30
sega-game-gear,Super Columns,1995-06-05,Kids to Adults,Sega,Sega,Puzzle,010086024494,18421,"Super Columns is Super-Charged with NEW ways to play and win! Match the Gems to clear the screen in this perenially popular puzzle game!
*Get crazy with MAGIC GEMS. Suddenly the screen flips – or all matching Gems vanish!
*Blast away with BOMB BLOCKS. Clear 5 Gems in a row and all other Gems are blown away too!
*Choose your game! Practice in ENDLESS mode! Challenge a pal in 2 PLAYER GEAR-TO-GEAR mode! Beat the computer in STORY mode!
*Ready for something completely different? Play FLASH mode – a series of challenging puzzles which test your wits and Super Column skills!",https://www.pricecharting.com/game/sega-game-gear/super-columns,6,287,470,26
sega-game-gear,Super Golf,1991-01-01,Unkown,Sage's Creation,Sigma Ent. Inc.,Golf,721337100088,18422,"Let 'er Rip!

A full color golf simulation with a slice of life. Spin it. draw it, hook it, fade it, cut it, give it a little left to right, punch and run, or crack a slice O.B. This game plays real. With Super Golf for Game Gear you have full control over your style of play. Pick your club, set the tee, and make your shot. It's all up to you!

Super Golf will test your skill, and keep you coming back.

For Single Players to Foursomes, kids and adults, and amateurs and pros.

Tee up to the challenge with Super Golf!",https://www.pricecharting.com/game/sega-game-gear/super-golf,6,281,481,16
sega-game-gear,Super Monaco GP,1991-04-01,Unkown,Sega,Sega,Racing,010086023046,18424,"Exhilarating… Shooting down straightaways and downshifting into neck-wrenching turns, you’re in control of the fastest car ever built – the Formula One – customized with your choice of engines, wings, tires and transmissions.
You’re screaming along 16 of the world’s most demanding racetracks at speeds up to 315 km/hr… racing against top drivers with endless stamina and skill.
So strap on your helmet, fasten your safety belt, and feel the raw power of this piston-pounding test of speed, savvy and endurance.
Two-player option lets you race wheel-to-wheel with a friend, using the Gear-to-Gear cable.",https://www.pricecharting.com/game/sega-game-gear/super-monaco-gp,6,287,470,28
sega-game-gear,Super Monaco GP II,1992-01-01,Unkown,Sega,Sega,Racing,010086024234,18425,"Strap yourself into the cockpit and get ready for video racing action like you've never experienced! Push yourself and your car to the limit, and whip through hairpin turns and chicanes at breakneck speeds! Blaze through the field at the straights, and take the checkered flag! Take a few practice laps on any of the 16 most demanding race courses in the world. Try the Senna GP, or take on the world's top drivers on the championship circuit! Ayrton Senna's Super Monaco GP II brings you the intense action of real Formula 1 racing, from the starting light to the finish line!",https://www.pricecharting.com/game/sega-game-gear/super-monaco-gp-ii,6,287,470,28
sega-game-gear,Super Off Road,1992-01-01,Unkown,Virgin Games,Graftgold,Racing,052145850033,18426,"Strap on your helmet, grit your teeth and prepare to master mud heaven with Super Off-Road. This direct translation of the #1 arcade hit is packed with enough rough and tumble racing excitement to turn you into a lean, mean off-road machine.
Play by yourself or go wheel to wheel with one ruthless friend on eight different stadium tracks with the Gear to Gear link.
Shake, rattle and roll your way through mud holes, jumps, match-oofs and spin-outs in the closest thing to genuine short-course racing you’ll ever experience.
*Race up to 2 players at the same time.
*Go wheel-to-wheel on different stadium tracks and with a total of 16 configurations.
*Trade in winnings for accessories at the Speed Shop to improve your chances at victory.",https://www.pricecharting.com/game/sega-game-gear/super-off-road,6,379,199,28
